srcip,src_port,dstip,dst_port,protocol_type,flag,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swin,dwin,stcpb,dtcpb,smean,dmean,trans_depth,response_body_len,sjit,djit,timestamp,Ltime,sinpkt,dinpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label,is_attack,attack_subcat,rate,hour,day_part,duration_from_times,id
,,,,egp,INT,9e-06,180,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,10,10,8,8,8,8,10,Exploits,1,,,111111.1072,,,,90551.0
59.166.0.7,10543.0,149.171.126.5,7062.0,tcp,FIN,0.16277,4862,82278,31,29,7,36,-,236161.4531,3996903.5,84,86,255,255,4235829960,22537062,58,957,0,0,98.314051,97.152429,1421928581.0,1421928581.0,1.957121,1.908388,0.000705,0.000554,0.000151,0,0,0.0,0.0,0.0,4,3,2,2,1,1,1,unknown,0,0.0,unknown,535356.6349121052,12.0,morning,0.0,
175.45.176.3,47439.0,149.171.126.18,53.0,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424232260.0,1424232260.0,0.009,0.0,0.0,0.0,0.0,0,2,,,0.0,41,41,16,17,16,16,41,Generic,1,1.0,IXIA,12665259.415620485,4.0,night,0.0,
,,,,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,12,12,1,1,1,1,1,Generic,1,,,333333.3215,,,,57326.0
,,,,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,19,19,14,14,14,14,19,Generic,1,,,200000.0051,,,,152419.0
59.166.0.0,42110.0,149.171.126.7,6881.0,tcp,FIN,0.015522,1540,1644,31,29,4,4,-,744234.0,800412.3125,16,18,255,255,2419888864,276700944,96,91,0,0,66.381565,1.573131,1421960658.0,1421960658.0,1.0136,0.883353,0.000627,0.000502,0.000125,0,0,0.0,0.0,0.0,8,7,4,6,4,1,4,unknown,0,0.0,unknown,205128.19191288546,21.0,evening,0.0,
,,,,ipv6-opts,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,6,6,1,2,1,1,6,DoS,1,,,111111.1072,,,,141086.0
,,,,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,5,5,2,4,2,2,5,Exploits,1,,,125000.0003,,,,119686.0
,,,,udp,INT,1e-05,1406,0,254,0,0,0,-,562400000.0,0.0,2,0,0,0,0,0,703,0,0,0,0.0,0.0,,,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,33,33,3,4,3,1,33,Fuzzers,1,,,100000.0025,,,,107112.0
,,,,tcp,FIN,0.916395,738,268,254,252,2,1,-,5805.356934,1955.488647,10,6,255,255,1492258763,2570352115,74,45,0,0,5332.162454,275.583188,,,101.808111,162.322797,0.295857,0.104772,0.191085,0,1,0.0,0.0,0.0,9,4,1,1,1,1,4,Normal,0,,,16.368487,,,,79424.0
,,,,tcp,FIN,0.004808,1470,1728,31,29,5,4,-,2336106.5,2670549.25,22,14,255,255,873702098,874004501,67,123,0,0,13.618895,0.474573,,,0.253053,0.346167,0.000649,0.000528,0.000121,0,0,0.0,0.0,0.0,4,7,6,1,1,1,1,Normal,0,,,7279.534377,,,,11338.0
,,,,unas,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,6,6,3,3,3,3,6,Exploits,1,,,200000.0051,,,,75116.0
,,,,tcp,FIN,0.873509,1256,68242,62,252,6,31,-,11026.79004,615531.1875,24,66,255,255,3098519487,2235836732,52,1034,0,0,1871.525041,1125.242785,,,37.97865,13.304754,0.053877,0.007771,0.046106,0,1,0.0,0.0,0.0,1,1,1,1,1,1,1,Exploits,1,,,101.887904,,,,52052.0
59.166.0.9,41025.0,149.171.126.1,80.0,tcp,FIN,0.033644,1032,824,31,29,2,2,http,214718.8281,176435.625,8,10,255,255,34743765,60484326,129,82,1,83,319.919173,7.424946,1421949044.0,1421949044.0,4.669,3.676889,0.000708,0.000547,0.000161,0,0,1.0,0.0,0.0,4,1,1,5,1,1,1,unknown,0,0.0,unknown,55165.852598803576,17.0,afternoon,0.0,
,,,,udp,INT,3e-06,104,0,254,0,0,0,-,138666656.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,5,5,1,1,1,1,1,Fuzzers,1,,,333333.3215,,,,50614.0
,,,,udp,INT,1.1e-05,1804,0,254,0,0,0,-,656000000.0,0.0,2,0,0,0,0,0,902,0,0,0,0.0,0.0,,,0.011,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,4,3,1,1,1,1,3,Normal,0,,,90909.0902,,,,79867.0
,,,,udp,INT,3.3e-05,114,0,254,0,0,0,dns,13818182.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.033,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,31,31,24,24,24,24,31,Generic,1,,,30303.03007,,,,16018.0
,,,,tcp,FIN,0.438391,534,268,254,252,2,1,-,8777.552734,4087.675049,10,6,255,255,3075548813,3634270918,53,45,0,0,2262.17917,95.775039,,,42.220222,68.982602,0.14236,0.09346,0.0489,0,1,0.0,0.0,0.0,2,2,1,2,1,1,2,Fuzzers,1,,,34.216031,,,,61501.0
,,,,udp,INT,3e-06,168,0,254,0,0,0,-,224000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,1,1,1,1,1,1,1,Reconnaissance,1,,,333333.3215,,,,46215.0
,,,,tcp,FIN,0.053482,2542,23508,31,29,7,14,-,370816.3438,3432781.25,40,42,255,255,2763682753,657684692,64,560,0,0,85.509165,78.760878,,,1.362051,1.290585,0.00069,0.000564,0.000126,0,0,0.0,0.0,0.0,5,11,5,5,1,1,4,Normal,0,,,1514.528259,,,,37559.0
,,,,udp,INT,4e-06,252,0,254,0,0,0,-,252000000.0,0.0,2,0,0,0,0,0,126,0,0,0,0.0,0.0,,,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,4,3,1,2,1,1,3,Normal,0,,,250000.0006,,,,43626.0
,,,,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,11,11,11,11,11,11,11,Generic,1,,,200000.0051,,,,13250.0
,,,,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,30,30,18,18,18,18,30,Generic,1,,,333333.3215,,,,122628.0
,,,,tcp,FIN,0.323824,840,268,254,252,2,1,-,18676.8125,5533.870605,10,6,255,255,3836684097,1076247050,84,45,0,0,1676.797584,77.558297,,,33.244111,54.703602,0.093885,0.050296,0.043589,0,1,0.0,0.0,0.0,2,1,1,1,1,1,1,Shellcode,1,,,46.32146,,,,60166.0
,,,,tcp,FIN,0.72787,488,354,254,252,2,1,-,4836.02832,3407.201904,10,8,255,255,469340078,3141565719,49,44,0,0,4382.153687,188.021953,,,76.218667,96.61043,0.122625,0.051588,0.071037,0,1,0.0,0.0,0.0,3,3,2,3,2,1,3,Normal,0,,,23.355819,,,,68052.0
59.166.0.2,13879.0,149.171.126.3,11711.0,tcp,FIN,0.020976,2750,27602,31,29,7,16,-,1025171.625,10298246.0,44,46,255,255,468824121,2625274756,63,600,0,0,30.747787,29.615346,1424226846.0,1424226846.0,0.489095,0.455378,0.000604,0.000481,0.000123,0,0,,,0.0,4,8,4,2,1,1,2,unknown,0,0.0,unknown,1446986.9638164109,2.0,night,0.0,
,,,,udp,CON,0.000942,130,162,31,29,0,0,dns,552017.0,687898.0625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,,,0.001,0.002,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5,2,3,4,2,1,1,Normal,0,,,3184.713331,,,,27866.0
,,,,tcp,FIN,0.194403,1010,268,254,252,2,1,http,37406.83203,9217.964844,10,6,255,255,154858980,3541734232,101,45,1,0,1043.320986,54.929129,,,20.152556,34.349398,0.068111,0.022653,0.045458,0,1,1.0,0.0,0.0,1,1,1,1,1,1,1,Reconnaissance,1,,,77.159306,,,,83817.0
,,,,tcp,FIN,0.494321,858,268,254,252,2,1,http,12510.08984,3625.174805,10,6,255,255,4102012246,2334489461,86,45,1,0,4089.900261,177.067094,,,53.349111,96.995398,0.047068,0.009335,0.037733,0,1,1.0,0.0,0.0,1,1,1,1,1,1,1,Exploits,1,,,30.344655,,,,162742.0
,,,,tcp,FIN,3.716104,91998,5182,254,252,41,21,-,195802.9219,10914.65723,88,46,255,255,4200903777,2011248655,1045,113,0,0,2717.38682,90.875578,,,42.71384,80.427688,0.081142,0.0422,0.038942,0,1,0.0,0.0,0.0,1,3,1,1,1,1,2,Exploits,1,,,35.790171,,,,153908.0
,,,,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,11,11,1,1,1,1,11,Generic,1,,,333333.3215,,,,141436.0
,,,,udp,INT,8e-06,168,0,254,0,0,0,-,84000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,,,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,2,4,2,2,1,1,1,Reconnaissance,1,,,125000.0003,,,,104437.0
,,,,tcp,FIN,0.415406,320,1838,31,29,1,2,ftp-data,5141.95752,30986.55469,6,8,255,255,3848848000,3984386769,53,230,0,0,5861.008386,144.901922,,,83.0212,59.27443,0.000612,0.000481,0.000131,0,0,0.0,0.0,0.0,3,3,3,4,1,1,4,Normal,0,,,31.294686,,,,34662.0
,,,,tcp,FIN,0.039028,4238,63878,31,29,7,30,-,856820.75,12916880.0,72,74,255,255,2041917819,2042202409,59,863,0,0,31.121006,30.310008,,,0.544972,0.52637,0.000735,0.000599,0.000136,0,0,0.0,0.0,0.0,7,11,4,2,1,1,1,Normal,0,,,3715.281328,,,,38568.0
175.45.176.3,1043.0,149.171.126.18,53.0,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424231714.0,1424231714.0,0.004,0.0,0.0,0.0,0.0,0,2,,,0.0,36,36,36,36,36,20,36,Generic,1,1.0,IXIA,28492876.7808048,3.0,night,0.0,
,,,,tcp,FIN,0.053189,3926,57474,31,29,7,27,-,581624.0625,8517400.0,66,68,255,255,3668062161,1536579784,59,845,0,0,48.626435,47.103774,,,0.8134,0.772672,0.001615,0.001416,0.000199,0,0,0.0,0.0,0.0,6,7,4,2,1,1,3,Normal,0,,,2500.517106,,,,30587.0
175.45.176.1,0.0,149.171.126.17,0.0,unas,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244424.0,1424244424.0,0.005,0.0,0.0,0.0,0.0,0,2,,,0.0,5,5,4,4,3,3,8,DoS,1,1.0,IGMP,39992001.599680066,7.0,morning,0.0,
,,,,tcp,FIN,0.558185,364,1770,62,252,1,2,ftp-data,4571.960938,22200.52539,8,8,255,255,1112368797,2803376351,46,221,0,0,4860.070225,122.782102,,,79.606283,70.022859,0.133423,0.068017,0.065406,0,1,0.0,0.0,0.0,1,1,4,3,1,1,5,Exploits,1,,,26.872812,,,,103896.0
175.45.176.0,0.0,149.171.126.13,0.0,mfe-nsp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223178.0,1424223178.0,0.003,0.0,0.0,0.0,0.0,0,2,,,0.0,3,3,1,1,1,1,3,Analysis,1,1.0,Port Scanners,66644451.84938353,1.0,night,0.0,
,,,,udp,INT,1e-06,104,0,254,0,0,0,-,416000000.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,,,0.001,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,7,16,5,2,2,1,7,Normal,0,,,1000000.003,,,,43334.0
,,,,tcp,CON,0.551277,978,86,62,252,2,1,-,11827.08594,624.005737,6,2,255,255,162517594,1990295988,163,43,0,0,6377.02269,0.0,,,110.2554,0.002,0.436016,0.225085,0.210931,0,3,0.0,0.0,0.0,5,5,2,2,2,1,5,Normal,0,,,12.697791,,,,75910.0
,,,,tcp,FIN,2.128993,2934,3740,31,29,11,15,ftp,10814.50195,13794.31445,52,54,255,255,327631154,2503878318,56,69,0,0,3144.066844,97.329641,,,41.738354,40.15968,0.000649,0.000521,0.000128,0,0,0.0,1.0,1.0,2,1,4,5,1,1,3,Normal,0,,,49.31909,,,,27679.0
175.45.176.3,0.0,149.171.126.19,0.0,wb-mon,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424230266.0,1424230266.0,0.001,0.0,0.0,0.0,0.0,0,2,,,0.0,2,2,2,26,1,1,2,Exploits,1,1.0,PHP,199800199.8001998,3.0,night,0.0,
,,,,tcp,FIN,0.81322,534,268,254,252,2,0,-,4731.806641,2203.585693,10,6,255,255,951460155,1707904009,53,45,0,0,672865.4498,25094.2,,,6807.8783,11347.495,0.098307,0.041619,0.056688,0,1,0.0,0.0,0.0,4,4,4,6,4,4,4,Fuzzers,1,,,18.445193,,,,154071.0
59.166.0.5,52913.0,149.171.126.4,143.0,tcp,FIN,1.035917,7818,14884,31,29,30,32,-,59881.24219,114032.2969,122,126,255,255,3943725941,1856887600,64,118,0,0,524.424116,516.673909,1421956946.0,1421956947.0,8.558471,8.283224,0.000638,0.000509,0.000129,0,0,0.0,0.0,0.0,7,4,3,1,1,1,1,unknown,0,0.0,unknown,21914.883121027182,20.0,evening,1.0,
,,,,tcp,FIN,2.88521,140627,1042,254,252,52,1,-,386381.5625,2769.989014,110,24,255,255,4222325340,1653007410,1278,43,0,0,2787.930346,167.997781,,,26.469816,122.396867,0.116272,0.070067,0.046205,0,1,0.0,0.0,0.0,2,1,1,2,1,1,1,Fuzzers,1,,,46.097164,,,,89504.0
175.45.176.0,60038.0,149.171.126.19,80.0,tcp,FIN,0.273756,798,1702,62,252,2,2,http,21011.41211,43542.42578,10,8,255,255,3337316366,323214757,80,213,1,433,1502.024912,57.576066,1424258284.0,1424258284.0,30.417333,37.962,0.054747,0.007354,0.047393,0,1,1.0,,0.0,1,1,1,1,1,1,1,Exploits,1,1.0,Browser ,9132.219899720116,11.0,morning,0.0,
,,,,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,33,33,18,17,17,17,33,Generic,1,,,125000.0003,,,,141080.0
,,,,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,4,4,1,1,1,1,4,Exploits,1,,,250000.0006,,,,59284.0
,,,,rdp,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,5,5,1,1,1,1,7,Exploits,1,,,111111.1072,,,,50363.0
,,,,tcp,FIN,0.021399,37372,3276,31,29,18,8,smtp,13703070.0,1194448.25,52,40,255,255,3871997180,1727602479,719,82,0,0,22.660431,1.054316,,,0.412922,0.534795,0.00068,0.000538,0.000142,0,0,0.0,0.0,0.0,1,1,3,4,1,1,3,Normal,0,,,4252.535034,,,,10661.0
,,,,udp,INT,3e-06,104,0,254,0,0,0,-,138666656.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,4,10,1,1,1,1,4,Fuzzers,1,,,333333.3215,,,,69889.0
,,,,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.006,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,12,12,5,5,4,4,14,Exploits,1,,,166666.6608,,,,96657.0
,,,,tcp,FIN,0.361934,2530,268,254,252,2,1,-,50329.61719,4951.178711,10,6,255,255,1317242429,4199618806,253,45,0,0,1988.704842,83.176516,,,38.069222,57.597199,0.136926,0.073944,0.062982,0,1,0.0,0.0,0.0,9,9,2,2,2,2,9,Normal,0,,,41.444019,,,,23938.0
59.166.0.9,15631.0,149.171.126.7,14171.0,udp,CON,0.225147,520,304,31,29,0,0,-,13857.61328,8101.374023,4,4,0,0,0,0,130,76,0,0,42.416035,72.598891,1424235881.0,1424235882.0,30.001666,51.342668,0.0,0.0,0.0,0,0,,,0.0,3,7,3,2,1,1,4,unknown,0,0.0,unknown,3659.8311162936607,5.0,night,1.0,
,,,,tcp,FIN,0.798873,17872,832,254,252,8,2,-,171521.625,7500.566406,24,10,255,255,3607535456,3418894873,745,83,0,0,2736.757366,151.665938,,,34.73361,82.334109,0.093891,0.039648,0.054243,0,1,0.0,0.0,0.0,3,4,2,2,2,1,3,Fuzzers,1,,,41.308193,,,,63467.0
,,,,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,7,7,4,4,4,4,4,Generic,1,,,125000.0003,,,,61173.0
,,,,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,25,25,18,17,17,17,25,Generic,1,,,111111.1072,,,,168666.0
,,,,udp,INT,6e-06,178,0,29,0,0,0,-,118666664.0,0.0,2,0,0,0,0,0,89,0,0,0,0.0,0.0,,,0.006,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,1,1,2,1,1,1,Normal,0,,,166666.6608,,,,24911.0
175.45.176.0,61852.0,149.171.126.12,179.0,tcp,FIN,0.543438,758,268,254,252,2,1,-,10054.50488,3297.52417,10,6,255,255,1851463036,2326721529,76,45,0,0,4210.762303,184.078812,1424250468.0,1424250469.0,58.380778,101.779398,0.074552,0.034538,0.040014,0,1,,,0.0,10,9,3,3,3,2,9, Fuzzers ,1,1.0,BGP,1887.9798580740035,9.0,morning,1.0,
,,,,tcp,FIN,0.132021,3848,19084,31,29,11,15,-,228569.7031,1134183.25,50,52,255,255,1199000910,1199287355,77,367,0,0,217.547671,208.672322,,,2.686857,2.577882,0.00066,0.000547,0.000113,0,0,0.0,0.0,0.0,8,7,1,10,1,1,1,Normal,0,,,765.029835,,,,34727.0
,,,,udp,INT,3e-06,168,0,254,0,0,0,-,224000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,1,1,1,1,1,1,1,Reconnaissance,1,,,333333.3215,,,,93475.0
175.45.176.3,0.0,149.171.126.10,0.0,ospf,REQ,58.881458,18496,0,254,0,0,0,-,2476.025635,0.0,68,0,0,0,0,0,272,0,0,0,1146.88425,0.0,1424261594.0,1424261653.0,919.770813,0.0,0.0,0.0,0.0,0,6,,,0.0,2,2,3,4,2,2,5,Exploits,1,1.0,Browser ,314.12265640035406,12.0,morning,59.0,
175.45.176.1,0.0,149.171.126.10,0.0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237374.0,1424237374.0,0.009,0.0,0.0,0.0,0.0,0,2,,,0.0,6,6,3,14,3,3,6,Exploits,1,1.0, Clientside,22219753.360737693,5.0,night,0.0,
,,,,tcp,FIN,0.224396,8928,320,31,29,4,1,ftp-data,295584.5938,9518.885742,14,6,255,255,743877865,1049181948,638,53,0,0,1595.054005,68.259148,,,17.261231,44.764199,0.000571,0.000455,0.000116,0,0,0.0,0.0,0.0,3,3,6,3,1,1,5,Normal,0,,,84.671739,,,,22281.0
,,,,tcp,FIN,0.02262,2934,3742,31,29,11,15,ftp,1017860.313,1299027.375,52,54,255,255,3010870830,862322413,56,69,0,0,31.230735,0.748347,,,0.44632,0.416509,0.000704,0.000541,0.000163,0,0,0.0,1.0,1.0,1,2,4,10,1,1,4,Normal,0,,,4641.909826,,,,23359.0
,,,,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,16,16,16,17,16,16,16,Generic,1,,,125000.0003,,,,161866.0
175.45.176.0,1043.0,149.171.126.10,53.0,udp,INT,6e-06,114,0,254,0,0,0,dns,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259653.0,1424259653.0,0.006,0.0,0.0,0.0,0.0,0,2,,,0.0,33,33,17,17,17,17,33,Generic,1,1.0,IXIA,18996833.861023165,11.0,morning,0.0,
,,,,tcp,FIN,3.211337,1296,1666,62,252,7,9,ftp,3094.03833,3963.458008,24,22,255,255,896515265,2877047159,54,76,0,0,7308.94589,224.524734,,,139.623346,148.946375,0.136783,0.058767,0.078016,0,1,0.0,1.0,1.0,1,1,2,2,1,1,2,Exploits,1,,,14.012855,,,,63265.0
149.171.126.15,1043.0,175.45.176.3,53.0,udp,INT,3e-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424246014.0,1424246014.0,0.003,0.0,0.0,0.0,0.0,0,0,,,0.0,34,34,23,23,23,23,34,unknown,0,0.0,unknown,87970676.44118626,7.0,morning,0.0,
,,,,tcp,FIN,2.377431,592,826,254,252,3,3,irc,1827.182373,2550.652344,12,12,255,255,4191037103,3306071572,49,69,0,0,14043.04042,482.870781,,,216.130097,206.268812,0.183623,0.090339,0.093284,0,1,0.0,0.0,0.0,1,1,1,2,1,1,1,Backdoor,1,,,9.674308,,,,121416.0
175.45.176.3,1043.0,149.171.126.18,53.0,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424233720.0,1424233720.0,0.009,0.0,0.0,0.0,0.0,0,2,,,0.0,27,27,9,9,9,9,27,Generic,1,1.0,IXIA,12665259.415620485,4.0,night,0.0,
,,,,ospf,INT,1.115789,1890,0,254,0,0,0,-,13228.30664,0.0,42,0,0,0,0,0,45,0,0,0,28.648002,0.0,,,27.214365,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,1,1,1,1,1,1,1,Exploits,1,,,36.745297,,,,133426.0
,,,,udp,INT,5e-06,168,0,254,0,0,0,-,134400000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,,,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,1,1,1,1,1,1,1,Reconnaissance,1,,,200000.0051,,,,49060.0
59.166.0.0,37589.0,149.171.126.5,35120.0,tcp,FIN,0.056003,3302,40478,31,29,7,21,-,462975.1875,5679124.5,54,56,255,255,3595710964,1450613388,61,723,0,0,66.271154,63.781179,1424236479.0,1424236479.0,1.050132,1.008691,0.000634,0.000517,0.000117,0,0,,,0.0,2,8,5,2,1,1,1,unknown,0,0.0,unknown,781743.8211927251,5.0,night,0.0,
,,,,tcp,FIN,0.935944,564,354,254,252,2,1,-,4342.140137,2649.731201,10,8,255,255,3540926959,549922041,56,44,0,0,6548.163052,167.87325,,,100.770333,123.94057,0.159956,0.068349,0.091607,0,1,0.0,0.0,0.0,2,1,1,5,1,1,1,Reconnaissance,1,,,18.163479,,,,65334.0
,,,,tcp,FIN,1.133176,1600,5422,62,252,4,4,http,10490.86816,35546.11328,14,14,255,255,235176138,1581173156,114,387,1,109,5433.512778,140.086578,,,87.167387,81.045305,0.121988,0.056204,0.065784,0,1,1.0,0.0,0.0,2,2,1,1,1,1,2,Exploits,1,,,23.826838,,,,60123.0
,,,,tcp,FIN,1.198481,1112,818,254,252,3,2,-,6808.618652,4919.561035,12,10,255,255,3746830640,910581415,93,82,0,0,5956.69947,191.120031,,,108.95282,115.985555,0.186898,0.109625,0.077273,0,1,0.0,0.0,0.0,3,3,2,2,2,2,3,Fuzzers,1,,,17.522181,,,,1995.0
,,,,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,3,3,2,2,2,2,3,DoS,1,,,333333.3215,,,,57526.0
,,,,fc,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,14,14,5,6,4,4,17,Reconnaissance,1,,,111111.1072,,,,93057.0
,,,,unas,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,7,7,4,21,4,4,7,DoS,1,,,200000.0051,,,,4831.0
,,,,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,23,23,17,22,17,17,23,Generic,1,,,200000.0051,,,,124635.0
,,,,udp,CON,0.000969,130,162,31,29,0,0,dns,536635.6875,668730.6875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,,,0.001,0.005,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,2,1,3,1,1,1,Normal,0,,,3095.975277,,,,33125.0
,,,,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,11,11,3,3,3,3,3,Generic,1,,,100000.0025,,,,63013.0
,,,,tcp,FIN,0.017926,2766,24004,31,29,7,16,-,1206738.75,10479973.0,44,46,255,255,3898254675,1758593293,63,522,0,0,26.116206,25.214336,,,0.408814,0.395955,0.00065,0.000501,0.000149,0,0,0.0,0.0,0.0,6,4,6,5,1,1,1,Normal,0,,,4964.855501,,,,27757.0
